text,label
"Hi there, I need some information",greet
"Hello, I'm looking for help",greet
Good day,greet
Hi bot,greet
Hey bot,greet
Help me please,greet
I need assistance,greet
Can someone help me?,greet
"Hello, I want to explore Palembang",greet
"Hi, planning to visit Palembang",greet
Hlo,greet
Hallloo,greet
Haai,greet
Selaamt pagi,greet
Slmat pagi,greet
Slmt siang,greet
Assalamu'alaikum,greet
Asalamualaikum,greet
Tess,greet
Tes,greet
Helo,greet
Helloo,greet
Terima kasih,goodbye
Makasih,goodbye
Makasih ya,goodbye
Makasih banyak,goodbye
Terima kasih banyak,goodbye
Sampai jumpa,goodbye
Dadah,goodbye
Bye,goodbye
Bye bye,goodbye
Selamat tinggal,goodbye
Oke terima kasih,goodbye
Oke makasih,goodbye
Oke thanks,goodbye
Sudah cukup terima kasih,goodbye
Cukup sekian,goodbye
Oke segitu dulu,goodbye
Udah cukup,goodbye
Makasih infonya,goodbye
Terima kasih infonya,goodbye
Makasih ya infonya,goodbye
Thanks infonya,goodbye
Oke deh makasih,goodbye
Oke sip makasih,goodbye
Sip makasih,goodbye
Mantap makasih,goodbye
Oke noted makasih,goodbye
Baik terima kasih,goodbye
Baiklah terima kasih banyak,goodbye
Oke segitu aja dulu ya,goodbye
Cukup dulu ya,goodbye
Sampai ketemu lagi,goodbye
See you,goodbye
Bye kak,goodbye
Dadah kak,goodbye
Makasih kak,goodbye
Thanks kak,goodbye
Oke deh bye,goodbye
Sampai jumpa lagi,goodbye
Bye bye kak,goodbye
Terima kasih sudah membantu,goodbye
Makasih udah bantu,goodbye
Thanks udah bantu ya,goodbye
Oke terima kasih banyak ya,goodbye
Wassalamualaikum,goodbye
Waalaikumsalam,goodbye
Assalamualaikum bye,goodbye
Oke makasih kak sangat membantu,goodbye
Terima kasih sangat membantu,goodbye
Makasih ya sangat berguna infonya,goodbye
Oke noted terima kasih banyak kak,goodbye
Sip terima kasih kak,goodbye
Baik kak terima kasih,goodbye
Oke deh sampai jumpa,goodbye
Bye kak makasih ya,goodbye
Udah itu aja kak makasih,goodbye
Segitu dulu kak thanks,goodbye
Oke cukup kak makasih banyak,goodbye
Sampai nanti kak,goodbye
Nanti tanya lagi ya,goodbye
Makasih kak nanti saya tanya lagi,goodbye
Oke kak sampai jumpa,goodbye
Bye bye makasih,goodbye
Terima kasih atas informasinya,goodbye
Makasih atas bantuannya,goodbye
Thanks for the info,goodbye
Oke mantap kak,goodbye
Thank you,goodbye
Thanks,goodbye
Thanks a lot,goodbye
Thank you very much,goodbye
Goodbye,goodbye
See you later,goodbye
"That's all, thanks",goodbye
Okay thanks,goodbye
OK thank you,goodbye
Thanks for the help,goodbye
Thank you for the information,goodbye
"That's enough, thank you",goodbye
Bye for now,goodbye
Take care,goodbye
Thanks so much,goodbye
Appreciate it,goodbye
Thanks for your help,goodbye
OK bye,goodbye
Alright thanks,goodbye
"Got it, thanks",goodbye
"Perfect, thank you",goodbye
"Great, thanks",goodbye
Awesome thanks,goodbye
OK that's all I needed,goodbye
"Thank you, goodbye",goodbye
"Thanks, see you next time",goodbye
"Bye, thanks for everything",goodbye
Berapa harga tiket masuk Kampung Arab Al-Munawar?,ask_ticket_price
Berapa harga tiket masuk Monpera?,ask_ticket_price
Berapa harga tiket masuk Taman Kambang Iwak Besak?,ask_ticket_price
Berapa harga tiket masuk Al-Munawar?,ask_ticket_price
Berapa harga tiket masuk BKB?,ask_ticket_price
Berapa harga tiket masuk Kawah Tengkurep?,ask_ticket_price
Berapa harga tiket masuk Ampera?,ask_ticket_price
Berapa harga tiket masuk Palembang Trade Center?,ask_ticket_price
Harga tiket Museum Sultan Mahmud Badaruddin II berapa ya?,ask_ticket_price
Harga tiket Monpera berapa ya?,ask_ticket_price
Harga tiket Amanzi Waterpark berapa ya?,ask_ticket_price
Harga tiket PTC berapa ya?,ask_ticket_price
Harga tiket Pasar 16 Ilir berapa ya?,ask_ticket_price
Harga tiket Bukit Siguntang berapa ya?,ask_ticket_price
Harga tiket Palembang Icon berapa ya?,ask_ticket_price
Harga tiket Kambang Iwak berapa ya?,ask_ticket_price
Tiket masuk KI berapa?,ask_ticket_price
Tiket masuk SMB berapa?,ask_ticket_price
Tiket masuk Palembang Square berapa?,ask_ticket_price
Tiket masuk OPI Mall berapa?,ask_ticket_price
Tiket masuk Fantasy Island berapa?,ask_ticket_price
Tiket masuk Kemaro berapa?,ask_ticket_price
Tiket masuk Kampung Kapitan berapa?,ask_ticket_price
Tiket masuk PIM berapa?,ask_ticket_price
Berapa biaya masuk ke Masjid Cheng Ho?,ask_ticket_price
Berapa biaya masuk ke Museum Balaputra Dewa?,ask_ticket_price
Berapa biaya masuk ke Siguntang?,ask_ticket_price
Berapa biaya masuk ke Punti Kayu?,ask_ticket_price
Berapa biaya masuk ke Pulau Kemaro?,ask_ticket_price
Berapa biaya masuk ke Benteng Kuto Besak?,ask_ticket_price
Berapa biaya masuk ke Jakabaring?,ask_ticket_price
Berapa biaya masuk ke SMB II?,ask_ticket_price
Biaya tiket Kambang Iwak berapa kak?,ask_ticket_price
Biaya tiket Hutan Wisata Punti Kayu berapa kak?,ask_ticket_price
Biaya tiket Kampung Kapitan berapa kak?,ask_ticket_price
Biaya tiket Jakabaring Sport City berapa kak?,ask_ticket_price
Biaya tiket Taman Kebon Rojo berapa kak?,ask_ticket_price
Biaya tiket Al Quran Al Akbar berapa kak?,ask_ticket_price
Biaya tiket Jembatan Ampera berapa kak?,ask_ticket_price
Biaya tiket Masjid Agung Palembang berapa kak?,ask_ticket_price
Mau tanya harga tiket Amanzi,ask_ticket_price
Mau tanya harga tiket Kampung Arab Al-Munawar,ask_ticket_price
Mau tanya harga tiket Monpera,ask_ticket_price
Mau tanya harga tiket Taman Kambang Iwak Besak,ask_ticket_price
Mau tanya harga tiket Al-Munawar,ask_ticket_price
Mau tanya harga tiket BKB,ask_ticket_price
Mau tanya harga tiket Kawah Tengkurep,ask_ticket_price
Mau tanya harga tiket Ampera,ask_ticket_price
Harga masuk Palembang Trade Center berapa ya ?,ask_ticket_price
Harga masuk Museum Sultan Mahmud Badaruddin II berapa ya ?,ask_ticket_price
Harga masuk Monpera berapa ya ?,ask_ticket_price
Harga masuk Amanzi Waterpark berapa ya ?,ask_ticket_price
Harga masuk PTC berapa ya ?,ask_ticket_price
Harga masuk Pasar 16 Ilir berapa ya ?,ask_ticket_price
Harga masuk Bukit Siguntang berapa ya ?,ask_ticket_price
Harga masuk Palembang Icon berapa ya ?,ask_ticket_price
Berapa ya tiket Kambang Iwak?,ask_ticket_price
Berapa ya tiket KI?,ask_ticket_price
Berapa ya tiket SMB?,ask_ticket_price
Berapa ya tiket Palembang Square?,ask_ticket_price
Berapa ya tiket OPI Mall?,ask_ticket_price
Berapa ya tiket Fantasy Island?,ask_ticket_price
Berapa ya tiket Kemaro?,ask_ticket_price
Berapa ya tiket Kampung Kapitan?,ask_ticket_price
Tiket PIM berapa sih?,ask_ticket_price
Tiket Masjid Cheng Ho berapa sih?,ask_ticket_price
Tiket Museum Balaputra Dewa berapa sih?,ask_ticket_price
Tiket Siguntang berapa sih?,ask_ticket_price
Tiket Punti Kayu berapa sih?,ask_ticket_price
Tiket Pulau Kemaro berapa sih?,ask_ticket_price
Tiket Benteng Kuto Besak berapa sih?,ask_ticket_price
Tiket Jakabaring berapa sih?,ask_ticket_price
Kira-kira harga tiket SMB II berapa?,ask_ticket_price
Kira-kira harga tiket Kambang Iwak berapa?,ask_ticket_price
Kira-kira harga tiket Hutan Wisata Punti Kayu berapa?,ask_ticket_price
Kira-kira harga tiket Kampung Kapitan berapa?,ask_ticket_price
Kira-kira harga tiket Jakabaring Sport City berapa?,ask_ticket_price
Kira-kira harga tiket Taman Kebon Rojo berapa?,ask_ticket_price
Kira-kira harga tiket Al Quran Al Akbar berapa?,ask_ticket_price
Kira-kira harga tiket Jembatan Ampera berapa?,ask_ticket_price
Berapa duit masuk Masjid Agung Palembang?,ask_ticket_price
Berapa duit masuk Amanzi?,ask_ticket_price
Berapa duit masuk Kampung Arab Al-Munawar?,ask_ticket_price
Berapa duit masuk Monpera?,ask_ticket_price
Berapa duit masuk Taman Kambang Iwak Besak?,ask_ticket_price
Berapa duit masuk Al-Munawar?,ask_ticket_price
Berapa duit masuk BKB?,ask_ticket_price
Berapa duit masuk Kawah Tengkurep?,ask_ticket_price
Bayar berapa kalo masuk Ampera?,ask_ticket_price
Bayar berapa kalo masuk Palembang Trade Center?,ask_ticket_price
Bayar berapa kalo masuk Museum Sultan Mahmud Badaruddin II?,ask_ticket_price
Bayar berapa kalo masuk Monpera?,ask_ticket_price
Bayar berapa kalo masuk Amanzi Waterpark?,ask_ticket_price
Bayar berapa kalo masuk PTC?,ask_ticket_price
Bayar berapa kalo masuk Pasar 16 Ilir?,ask_ticket_price
Bayar berapa kalo masuk Bukit Siguntang?,ask_ticket_price
Mau ke Palembang Icon bayar berapa?,ask_ticket_price
Mau ke Kambang Iwak bayar berapa?,ask_ticket_price
Mau ke KI bayar berapa?,ask_ticket_price
Mau ke SMB bayar berapa?,ask_ticket_price
Mau ke Palembang Square bayar berapa?,ask_ticket_price
Mau ke OPI Mall bayar berapa?,ask_ticket_price
Mau ke Fantasy Island bayar berapa?,ask_ticket_price
Mau ke Kemaro bayar berapa?,ask_ticket_price
Ke Kampung Kapitan bayar berapa ya?,ask_ticket_price
Ke PIM bayar berapa ya?,ask_ticket_price
Ke Masjid Cheng Ho bayar berapa ya?,ask_ticket_price
Ke Museum Balaputra Dewa bayar berapa ya?,ask_ticket_price
Ke Siguntang bayar berapa ya?,ask_ticket_price
Ke Punti Kayu bayar berapa ya?,ask_ticket_price
Ke Pulau Kemaro bayar berapa ya?,ask_ticket_price
Ke Benteng Kuto Besak bayar berapa ya?,ask_ticket_price
Masuk Jakabaring gratis atau bayar?,ask_ticket_price
Masuk SMB II gratis atau bayar?,ask_ticket_price
Masuk Kambang Iwak gratis atau bayar?,ask_ticket_price
Masuk Hutan Wisata Punti Kayu gratis atau bayar?,ask_ticket_price
Masuk Kampung Kapitan gratis atau bayar?,ask_ticket_price
Masuk Jakabaring Sport City gratis atau bayar?,ask_ticket_price
Masuk Taman Kebon Rojo gratis atau bayar?,ask_ticket_price
Masuk Al Quran Al Akbar gratis atau bayar?,ask_ticket_price
Jembatan Ampera bayar berapa?,ask_ticket_price
Masjid Agung Palembang bayar berapa?,ask_ticket_price
Amanzi bayar berapa?,ask_ticket_price
Kampung Arab Al-Munawar bayar berapa?,ask_ticket_price
Monpera bayar berapa?,ask_ticket_price
Taman Kambang Iwak Besak bayar berapa?,ask_ticket_price
Al-Munawar bayar berapa?,ask_ticket_price
BKB bayar berapa?,ask_ticket_price
Kawah Tengkurep gratis gak sih?,ask_ticket_price
Ampera gratis gak sih?,ask_ticket_price
Palembang Trade Center gratis gak sih?,ask_ticket_price
Museum Sultan Mahmud Badaruddin II gratis gak sih?,ask_ticket_price
Monpera gratis gak sih?,ask_ticket_price
Amanzi Waterpark gratis gak sih?,ask_ticket_price
PTC gratis gak sih?,ask_ticket_price
Pasar 16 Ilir gratis gak sih?,ask_ticket_price
Bukit Siguntang berbayar atau gratis?,ask_ticket_price
Palembang Icon berbayar atau gratis?,ask_ticket_price
Kambang Iwak berbayar atau gratis?,ask_ticket_price
KI berbayar atau gratis?,ask_ticket_price
SMB berbayar atau gratis?,ask_ticket_price
Palembang Square berbayar atau gratis?,ask_ticket_price
OPI Mall berbayar atau gratis?,ask_ticket_price
Fantasy Island berbayar atau gratis?,ask_ticket_price
Apakah Kemaro gratis?,ask_ticket_price
Apakah Kampung Kapitan gratis?,ask_ticket_price
Apakah PIM gratis?,ask_ticket_price
Apakah Masjid Cheng Ho gratis?,ask_ticket_price
Apakah Museum Balaputra Dewa gratis?,ask_ticket_price
Apakah Siguntang gratis?,ask_ticket_price
Apakah Punti Kayu gratis?,ask_ticket_price
Apakah Pulau Kemaro gratis?,ask_ticket_price
Apa Benteng Kuto Besak bayar?,ask_ticket_price
Apa Jakabaring bayar?,ask_ticket_price
Apa SMB II bayar?,ask_ticket_price
Apa Kambang Iwak bayar?,ask_ticket_price
Apa Hutan Wisata Punti Kayu bayar?,ask_ticket_price
Apa Kampung Kapitan bayar?,ask_ticket_price
Apa Jakabaring Sport City bayar?,ask_ticket_price
Apa Taman Kebon Rojo bayar?,ask_ticket_price
HTM Al Quran Al Akbar berapa?,ask_ticket_price
HTM Jembatan Ampera berapa?,ask_ticket_price
HTM Masjid Agung Palembang berapa?,ask_ticket_price
HTM Amanzi berapa?,ask_ticket_price
HTM Kampung Arab Al-Munawar berapa?,ask_ticket_price
HTM Monpera berapa?,ask_ticket_price
HTM Taman Kambang Iwak Besak berapa?,ask_ticket_price
HTM Al-Munawar berapa?,ask_ticket_price
Harga tiket masuk BKB sekarang berapa?,ask_ticket_price
Harga tiket masuk Kawah Tengkurep sekarang berapa?,ask_ticket_price
Harga tiket masuk Ampera sekarang berapa?,ask_ticket_price
Harga tiket masuk Palembang Trade Center sekarang berapa?,ask_ticket_price
Harga tiket masuk Museum Sultan Mahmud Badaruddin II sekarang berapa?,ask_ticket_price
Harga tiket masuk Monpera sekarang berapa?,ask_ticket_price
Harga tiket masuk Amanzi Waterpark sekarang berapa?,ask_ticket_price
Harga tiket masuk PTC sekarang berapa?,ask_ticket_price
Update harga tiket Pasar 16 Ilir dong,ask_ticket_price
Update harga tiket Bukit Siguntang dong,ask_ticket_price
Update harga tiket Palembang Icon dong,ask_ticket_price
Update harga tiket Kambang Iwak dong,ask_ticket_price
Update harga tiket KI dong,ask_ticket_price
Update harga tiket SMB dong,ask_ticket_price
Update harga tiket Palembang Square dong,ask_ticket_price
Update harga tiket OPI Mall dong,ask_ticket_price
Tiket masuk ke Fantasy Island sekarang berapa ya?,ask_ticket_price
Tiket masuk ke Kemaro sekarang berapa ya?,ask_ticket_price
Tiket masuk ke Kampung Kapitan sekarang berapa ya?,ask_ticket_price
Tiket masuk ke PIM sekarang berapa ya?,ask_ticket_price
Tiket masuk ke Masjid Cheng Ho sekarang berapa ya?,ask_ticket_price
Tiket masuk ke Museum Balaputra Dewa sekarang berapa ya?,ask_ticket_price
Tiket masuk ke Siguntang sekarang berapa ya?,ask_ticket_price
Tiket masuk ke Punti Kayu sekarang berapa ya?,ask_ticket_price
Mau tanya dong harga tiket Pulau Kemaro,ask_ticket_price
Mau tanya dong harga tiket Benteng Kuto Besak,ask_ticket_price
Mau tanya dong harga tiket Jakabaring,ask_ticket_price
Mau tanya dong harga tiket SMB II,ask_ticket_price
Mau tanya dong harga tiket Kambang Iwak,ask_ticket_price
Mau tanya dong harga tiket Hutan Wisata Punti Kayu,ask_ticket_price
Mau tanya dong harga tiket Kampung Kapitan,ask_ticket_price
Mau tanya dong harga tiket Jakabaring Sport City,ask_ticket_price
Kak berapa harga tiket Taman Kebon Rojo?,ask_ticket_price
Kak berapa harga tiket Al Quran Al Akbar?,ask_ticket_price
Kak berapa harga tiket Jembatan Ampera?,ask_ticket_price
Kak berapa harga tiket Masjid Agung Palembang?,ask_ticket_price
Kak berapa harga tiket Amanzi?,ask_ticket_price
Kak berapa harga tiket Kampung Arab Al-Munawar?,ask_ticket_price
Kak berapa harga tiket Monpera?,ask_ticket_price
Kak berapa harga tiket Taman Kambang Iwak Besak?,ask_ticket_price
Bang tiket Al-Munawar berapa?,ask_ticket_price
Bang tiket BKB berapa?,ask_ticket_price
Bang tiket Kawah Tengkurep berapa?,ask_ticket_price
Bang tiket Ampera berapa?,ask_ticket_price
Bang tiket Palembang Trade Center berapa?,ask_ticket_price
Bang tiket Museum Sultan Mahmud Badaruddin II berapa?,ask_ticket_price
Bang tiket Monpera berapa?,ask_ticket_price
Bang tiket Amanzi Waterpark berapa?,ask_ticket_price
Min harga masuk PTC berapa?,ask_ticket_price
Min harga masuk Pasar 16 Ilir berapa?,ask_ticket_price
Min harga masuk Bukit Siguntang berapa?,ask_ticket_price
Min harga masuk Palembang Icon berapa?,ask_ticket_price
Min harga masuk Kambang Iwak berapa?,ask_ticket_price
Min harga masuk KI berapa?,ask_ticket_price
Min harga masuk SMB berapa?,ask_ticket_price
Min harga masuk Palembang Square berapa?,ask_ticket_price
Permisi mau tanya harga tiket OPI Mall,ask_ticket_price
Permisi mau tanya harga tiket Fantasy Island,ask_ticket_price
Permisi mau tanya harga tiket Kemaro,ask_ticket_price
Permisi mau tanya harga tiket Kampung Kapitan,ask_ticket_price
Permisi mau tanya harga tiket PIM,ask_ticket_price
Permisi mau tanya harga tiket Masjid Cheng Ho,ask_ticket_price
Permisi mau tanya harga tiket Museum Balaputra Dewa,ask_ticket_price
Permisi mau tanya harga tiket Siguntang,ask_ticket_price
Info harga tiket Punti Kayu dong,ask_ticket_price
Info harga tiket Pulau Kemaro dong,ask_ticket_price
Info harga tiket Benteng Kuto Besak dong,ask_ticket_price
Info harga tiket Jakabaring dong,ask_ticket_price
Info harga tiket SMB II dong,ask_ticket_price
Info harga tiket Kambang Iwak dong,ask_ticket_price
Info harga tiket Hutan Wisata Punti Kayu dong,ask_ticket_price
Info harga tiket Kampung Kapitan dong,ask_ticket_price
How much is the ticket to Kemaro Island?,ask_ticket_price
How much is the ticket to Punti Kayu Forest?,ask_ticket_price
How much is the ticket to Ampera Bridge?,ask_ticket_price
How much is the ticket to Grand Mosque of Palembang?,ask_ticket_price
How much is the ticket to Kampung Kapitan?,ask_ticket_price
What's the ticket price for Monpera?,ask_ticket_price
What's the ticket price for Al-Munawar Arab Village?,ask_ticket_price
What's the ticket price for Benteng Kuto Besak?,ask_ticket_price
What's the ticket price for Sultan Mahmud Badaruddin II Museum?,ask_ticket_price
What's the ticket price for Jakabaring Sport City?,ask_ticket_price
How much does it cost to enter Kambang Iwak Park?,ask_ticket_price
How much does it cost to enter Kemaro Island?,ask_ticket_price
How much does it cost to enter Punti Kayu Forest?,ask_ticket_price
How much does it cost to enter Ampera Bridge?,ask_ticket_price
How much does it cost to enter Grand Mosque of Palembang?,ask_ticket_price
What's the entry fee for Kampung Kapitan?,ask_ticket_price
What's the entry fee for Monpera?,ask_ticket_price
What's the entry fee for Al-Munawar Arab Village?,ask_ticket_price
What's the entry fee for Benteng Kuto Besak?,ask_ticket_price
What's the entry fee for Sultan Mahmud Badaruddin II Museum?,ask_ticket_price
Is Jakabaring Sport City free?,ask_ticket_price
Is Kambang Iwak Park free?,ask_ticket_price
Is Kemaro Island free?,ask_ticket_price
Is Punti Kayu Forest free?,ask_ticket_price
Is Ampera Bridge free?,ask_ticket_price
Do I need to pay to enter Grand Mosque of Palembang?,ask_ticket_price
Do I need to pay to enter Kampung Kapitan?,ask_ticket_price
Do I need to pay to enter Monpera?,ask_ticket_price
Do I need to pay to enter Al-Munawar Arab Village?,ask_ticket_price
Do I need to pay to enter Benteng Kuto Besak?,ask_ticket_price
How much is the admission to Sultan Mahmud Badaruddin II Museum?,ask_ticket_price
How much is the admission to Jakabaring Sport City?,ask_ticket_price
How much is the admission to Kambang Iwak Park?,ask_ticket_price
How much is the admission to Kemaro Island?,ask_ticket_price
How much is the admission to Punti Kayu Forest?,ask_ticket_price
What's the entrance fee at Ampera Bridge?,ask_ticket_price
What's the entrance fee at Grand Mosque of Palembang?,ask_ticket_price
What's the entrance fee at Kampung Kapitan?,ask_ticket_price
What's the entrance fee at Monpera?,ask_ticket_price
What's the entrance fee at Al-Munawar Arab Village?,ask_ticket_price
Ticket price for Benteng Kuto Besak?,ask_ticket_price
Ticket price for Sultan Mahmud Badaruddin II Museum?,ask_ticket_price
Ticket price for Jakabaring Sport City?,ask_ticket_price
Ticket price for Kambang Iwak Park?,ask_ticket_price
Ticket price for Kemaro Island?,ask_ticket_price
How much to get into Punti Kayu Forest?,ask_ticket_price
How much to get into Ampera Bridge?,ask_ticket_price
How much to get into Grand Mosque of Palembang?,ask_ticket_price
How much to get into Kampung Kapitan?,ask_ticket_price
How much to get into Monpera?,ask_ticket_price
Is there an entry fee for Al-Munawar Arab Village?,ask_ticket_price
Is there an entry fee for Benteng Kuto Besak?,ask_ticket_price
Is there an entry fee for Sultan Mahmud Badaruddin II Museum?,ask_ticket_price
Is there an entry fee for Jakabaring Sport City?,ask_ticket_price
Is there an entry fee for Kambang Iwak Park?,ask_ticket_price
What does it cost to visit Kemaro Island?,ask_ticket_price
What does it cost to visit Punti Kayu Forest?,ask_ticket_price
What does it cost to visit Ampera Bridge?,ask_ticket_price
What does it cost to visit Grand Mosque of Palembang?,ask_ticket_price
What does it cost to visit Kampung Kapitan?,ask_ticket_price
Price to enter Monpera?,ask_ticket_price
Price to enter Al-Munawar Arab Village?,ask_ticket_price
Price to enter Benteng Kuto Besak?,ask_ticket_price
Price to enter Sultan Mahmud Badaruddin II Museum?,ask_ticket_price
Price to enter Jakabaring Sport City?,ask_ticket_price
Is admission to Kambang Iwak Park free?,ask_ticket_price
Is admission to Kemaro Island free?,ask_ticket_price
Is admission to Punti Kayu Forest free?,ask_ticket_price
Is admission to Ampera Bridge free?,ask_ticket_price
Is admission to Grand Mosque of Palembang free?,ask_ticket_price
How much for Kampung Kapitan tickets?,ask_ticket_price
How much for Monpera tickets?,ask_ticket_price
How much for Al-Munawar Arab Village tickets?,ask_ticket_price
How much for Benteng Kuto Besak tickets?,ask_ticket_price
How much for Sultan Mahmud Badaruddin II Museum tickets?,ask_ticket_price
Berapa harga tiketnya?,ask_ticket_price
Harga tiket masuknya berapa?,ask_ticket_price
Tiketnya berapa?,ask_ticket_price
Biaya masuknya berapa?,ask_ticket_price
Bayar berapa?,ask_ticket_price
Gratis atau bayar?,ask_ticket_price
HTM nya berapa?,ask_ticket_price
Berapa ya tiketnya?,ask_ticket_price
Harga masuknya berapa kak?,ask_ticket_price
Kira-kira berapa ya tiketnya?,ask_ticket_price
Mahal gak tiketnya?,ask_ticket_price
Tiketnya mahal gak?,ask_ticket_price
Berapa duit tiketnya?,ask_ticket_price
How much is the ticket?,ask_ticket_price
What's the ticket price?,ask_ticket_price
How much is it?,ask_ticket_price
Is it free?,ask_ticket_price
What's the entry fee?,ask_ticket_price
How much does it cost?,ask_ticket_price
Price?,ask_ticket_price
Ticket price?,ask_ticket_price
Jam buka Kampung Arab Al-Munawar kapan?,ask_operating_hours
Jam buka Taman Kambang Iwak Besak kapan?,ask_operating_hours
Jam buka Kawah Tengkurep kapan?,ask_operating_hours
Jam buka Jembatan Ampera kapan?,ask_operating_hours
Jam buka Benteng Kuto Besak kapan?,ask_operating_hours
Jam buka Palembang Square kapan?,ask_operating_hours
Jam buka Taman Kebon Rojo kapan?,ask_operating_hours
Jam buka SMB kapan?,ask_operating_hours
Amanzi buka jam berapa?,ask_operating_hours
Monpera buka jam berapa?,ask_operating_hours
PIM buka jam berapa?,ask_operating_hours
Museum Balaputra Dewa buka jam berapa?,ask_operating_hours
PTC buka jam berapa?,ask_operating_hours
Masjid Cheng Ho buka jam berapa?,ask_operating_hours
Al Quran Al Akbar buka jam berapa?,ask_operating_hours
Amanzi Waterpark buka jam berapa?,ask_operating_hours
Jam operasional Kambang Iwak?,ask_operating_hours
Jam operasional BKB?,ask_operating_hours
Jam operasional Hutan Wisata Punti Kayu?,ask_operating_hours
Jam operasional Jakabaring?,ask_operating_hours
Jam operasional OPI Mall?,ask_operating_hours
Jam operasional Kemaro?,ask_operating_hours
Jam operasional Palembang Trade Center?,ask_operating_hours
Jam operasional Fantasy Island?,ask_operating_hours
Punti Kayu buka dari jam berapa sampai jam berapa?,ask_operating_hours
Kampung Kapitan buka dari jam berapa sampai jam berapa?,ask_operating_hours
Monpera buka dari jam berapa sampai jam berapa?,ask_operating_hours
Ampera buka dari jam berapa sampai jam berapa?,ask_operating_hours
Masjid Agung Palembang buka dari jam berapa sampai jam berapa?,ask_operating_hours
SMB II buka dari jam berapa sampai jam berapa?,ask_operating_hours
Kambang Iwak buka dari jam berapa sampai jam berapa?,ask_operating_hours
Kapan Siguntang buka?,ask_operating_hours
Kapan Jakabaring Sport City buka?,ask_operating_hours
Kapan Pulau Kemaro buka?,ask_operating_hours
Kapan Museum Sultan Mahmud Badaruddin II buka?,ask_operating_hours
Kapan Palembang Icon buka?,ask_operating_hours
Kapan Al-Munawar buka?,ask_operating_hours
Kapan Pasar 16 Ilir buka?,ask_operating_hours
Kapan Bukit Siguntang buka?,ask_operating_hours
KI tutup jam berapa?,ask_operating_hours
Kampung Arab Al-Munawar tutup jam berapa?,ask_operating_hours
Taman Kambang Iwak Besak tutup jam berapa?,ask_operating_hours
Kawah Tengkurep tutup jam berapa?,ask_operating_hours
Jembatan Ampera tutup jam berapa?,ask_operating_hours
Benteng Kuto Besak tutup jam berapa?,ask_operating_hours
Palembang Square tutup jam berapa?,ask_operating_hours
Taman Kebon Rojo tutup jam berapa?,ask_operating_hours
Jam tutup SMB kapan?,ask_operating_hours
Jam tutup Amanzi kapan?,ask_operating_hours
Jam tutup Monpera kapan?,ask_operating_hours
Jam tutup PIM kapan?,ask_operating_hours
Jam tutup Museum Balaputra Dewa kapan?,ask_operating_hours
Jam tutup PTC kapan?,ask_operating_hours
Jam tutup Masjid Cheng Ho kapan?,ask_operating_hours
